ID,Name,Year Published,Bayesian Average,Mechanic,Category
1925,Krystal,1989,5.47768,Not available,Adventure
1926,Not available,Not available,Not available,Not available,Not available
1927,Munchkin,2001,5.69056,Hand Management,Card Game
1928,Dark Continent,2000,0,Area-Impulse,Economic
1929,Bushido Denied: The Battles of Bataan and Corregidor,2000,0,Dice Rolling,Wargame
1930,Anti-Monopoly III: Washington-Moskau,1987,0,Roll / Spin and Move,Negotiation
1932,Anti-Monopoly II,1977,5.34988,Roll / Spin and Move,Economic
1933,Key to the Kingdom,1990,5.46268,Map Deformation,Adventure
1935,Puls,1999,5.49951,Simultaneous Action Selection,Card Game
1937,Lao Pengh,1999,5.4916,Memory,Card Game
1938,XXL,1996,5.46835,Hand Management,Card Game
1940,Sindbad,1990,5.53804,Events,Adventure
1942,Foppen,1995,5.68777,Hand Management,Card Game
1943,This Game is Bonkers!,1978,5.54661,Dice Rolling,Children's Game
1944,Mogelei,1995,0,Trick-taking,Bluffing
1945,Ultimatum,1985,5.50877,Area Movement,Wargame
1947,Robin Hood,1991,5.50168,Action Points,Adventure
1948,Pratmakarna,1999,0,Not available,Party Game
1949,Okänd planet,1984,0,Set Collection,Adventure
1951,Online,1995,0,Not available,Word Game
1953,Mystic War,1992,5.51369,Not available,Card Game
1954,Kalahen,1989,5.50182,Set Collection,Adventure
1956,Game of Dracula,1977,5.50675,Not available,Children's Game
1958,The Game of Nations,1973,5.4639,Action Points,Economic
1959,Myst,1998,5.43526,Not available,Puzzle
1960,Last Word,1985,5.51017,Grid Movement,Word Game
1961,5 Alive,1990,5.51482,Hand Management,Card Game
1963,Risk 'n' Roll 2000,1999,5.45591,Betting and Bluffing,Dice
1965,Mertwig's Maze,1988,5.61006,Modular Board,Adventure
1966,RoboRally: Radioactive,1998,6.00909,Modular Board,Expansion for Base-game
1967,RoboRally: Grand Prix,1997,6.02001,Modular Board,Expansion for Base-game
1969,Point Of Law,1972,5.45916,Paper-and-Pencil,Educational
1970,Oh-Wah-Ree,1962,5.54083,Mancala,Abstract Strategy
1971,Bump,1990,0,Not available,Card Game
1972,Game of the Year,1989,5.45892,Roll / Spin and Move,Educational
1974,Das GROSSE und das kleine A,1996,5.54817,Ladder Climbing,Card Game
1975,Stamp,1992,5.49663,Auction/Bidding,Card Game
1976,Beutezug,1989,0,Not available,Card Game
1977,Tor,1995,5.49541,Simultaneous Action Selection,Card Game
1979,Da Capo!,1993,0,Not available,Card Game
1980,Gold am Yukon,1990,0,Roll / Spin and Move,Children's Game
1982,Black Spy,1981,5.72335,Closed Drafting,Card Game
1983,Frontier-6,1980,5.50599,Roll / Spin and Move,American West
1985,Overturn,1987,5.52016,Area Movement,Puzzle
1986,Spy Alley,1992,5.54395,Deduction,Bluffing
1988,Outlaw Trail: The Western Game,1972,0,Dice Rolling,American West
1990,The Great Canadian Pie,1977,0,Not available,Economic
1992,Stop Thief,1979,5.74345,Dice Rolling,Deduction
1993,Troke,1956,5.5181,Point to Point Movement,Abstract Strategy
1994,Distant Seas: The Merchant Marine Game,1992,5.49562,Pick-up and Deliver,Economic
1995,"Excuses, Excuses",1981,0,Roll / Spin and Move,Transportation
1997,Zargo's Lords: Magic Duels for World Power,1979,5.58619,Dice Rolling,Fantasy
1999,Utmaningen,1994,0,Not available,Not available
2000,True or False,1994,5.41399,Not available,Trivia
2001,Trivial Pursuit: Family Edition,1993,5.50111,Roll / Spin and Move,Children's Game
2003,Spectrangle,1989,5.52138,Team-Based Game,Abstract Strategy
2004,Titanic: The Board Game,1998,5.29176,Dice Rolling,Nautical
2006,Jati,1965,0,Tile Placement,Abstract Strategy
2007,Votum,1987,0,Not available,Political
2008,Verflixt und Zugesperrt,1998,0,Not available,Not available
2009,Tweedledum: The New Adventures with Alice in Wonderland,1988,0,Dice Rolling,Novel-based
2010,Not available,Not available,Not available,Not available,Not available
2012,Titanic,1998,5.48397,Not available,Not available
2013,Till Eulenspiegel,1987,0,Memory,Children's Game
2015,Das Magische Hexagon,1994,0,Not available,Abstract Strategy
2017,Tempo,1974,0,Betting and Bluffing,Racing
2018,Tango,1991,0,Grid Movement,Card Game
2019,Talking Stones,1997,0,Not available,Party Game
2020,Steinbeisser,1999,0,Not available,Not available
2021,Spirit,1990,0,Hand Management,Card Game
2023,Not available,Not available,Not available,Not available,Not available
2025,Frag,2001,5.54112,Dice Rolling,Fighting
2026,Um Kopf und Kragen,1996,5.49543,Betting and Bluffing,Card Game
2027,Der Schatz des Pharaos,1996,0,Not available,Ancient
2028,Sokrates,1994,0,Set Collection,Card Game
2030,"Twinkle, Twinkle, Little Star",1999,5.50171,Roll / Spin and Move,Children's Game
2031,Starship Command,1991,5.52047,Simultaneous Action Selection,Aviation / Flight
2033,Reporter,1976,5.46785,Grid Movement,Children's Game
2034,Eye Guess,1966,0,Not available,Memory
2035,The Joker's Wild,1973,0,Not available,Movies / TV / Radio theme
2037,Triology,1994,5.48027,Set Collection,Card Game
2038,Skirrid,1977,5.51047,Tile Placement,Abstract Strategy
2039,Barrier,1975,0,Tile Placement,Abstract Strategy
2040,Trippples,1972,5.51825,Square Grid,Abstract Strategy
2041,They're at the Post,1975,5.50613,Betting and Bluffing,Racing
2042,Not available,Not available,Not available,Not available,Not available
2044,"Non-Violent, Politically-Correct War",1996,5.43059,Cooperative Game,Card Game
2045,Nomad,2001,0,Team-Based Game,Civilization
2046,Blue Stones,1987,0,Hexagon Grid,Fantasy
2047,Up the Creek,1975,5.53772,Set Collection,American West
2049,Target,1997,5.53525,Set Collection,Card Game
2050,Life & Death & An American Chainsaw,1987,5.51704,Campaign / Battle Card Driven,Expansion for Base-game
2052,Not available,Not available,Not available,Not available,Not available
2054,Interaction,1978,0,Not available,Abstract Strategy
2055,Not available,Not available,Not available,Not available,Not available
2057,Starship Command II,1995,0,Simultaneous Action Selection,Aviation / Flight
2058,Civilization: West Extension Map,1986,6.10671,Area Movement,Ancient
2059,Airline,1985,0,Pick-up and Deliver,Aviation / Flight
2060,Probe,1964,5.57084,Deduction,Card Game
2061,A Line in the Sand,1991,5.52647,Area Movement,Modern Warfare
2062,Deal Me In,1988,0,Hand Management,Abstract Strategy
2064,Neues aus dem Wichtelwald,1999,0,Set Collection,Card Game
2065,Shogi,1587,6.32269,Grid Movement,Abstract Strategy
2066,"Teufel, Teufel!",1992,5.49543,Modular Board,Exploration
2067,Double,1996,5.50305,Trick-taking,Card Game
2068,Der Herr der Wichtel,1999,5.48931,Set Collection,Card Game
2069,Not available,Not available,Not available,Not available,Not available
2071,Büro Crazy,1997,0,Simultaneous Action Selection,Card Game
2072,Panzer Command: The Gateway to Stalingrad,1984,5.63253,Chit-Pull System,Wargame
2074,Murphy,1989,5.48993,Not available,Deduction
2075,Restaurant,1987,5.48572,Commodity Speculation,Not available
2076,Gulf Strike,1983,5.66466,Dice Rolling,Modern Warfare
2077,Hell's Highway: Operation Market Garden,1983,5.7743,Dice Rolling,Wargame
2078,"Aegean Strike: Land, Air, and Sea Combat in the Eastern Mediterranean",1986,5.56036,Dice Rolling,Aviation / Flight
2079,NATO: The Next War in Europe,1983,5.74965,Dice Rolling,Modern Warfare
2080,Central America,1987,5.543,Dice Rolling,Civil War
2081,The Civil War 1861-1865,1983,6.26906,Dice Rolling,American Civil War
2082,Shell Shock!,1990,5.5543,Hexagon Grid,Wargame
2084,Sherlock Holmes: The Game of the Great Detective,1956,0,Roll / Spin and Move,Deduction
2085,Not available,Not available,Not available,Not available,Not available
2087,Magic Dance,1988,5.54761,Dice Rolling,Bluffing
2089,Das Letzte Kamel,1989,5.49926,Hidden Roles,Arabian
2091,Legions of Steel,1992,5.58087,Modular Board,Fighting
2093,Mahjong,1850,6.64897,Hand Management,Abstract Strategy
2094,4 First Games,1974,5.45731,Dice Rolling,Children's Game
2095,Waldmeister,1994,5.54539,Auction/Bidding,Environmental
2097,Middle Sea: Empires of the Feudal Age,1979,5.5061,Action Queue,Economic
2098,Heresy,1995,5.51453,Voting,Card Game
2099,Online: Internet Card Game,2000,5.47005,Set Collection,Card Game
2100,Myth Fortunes,1990,5.47587,Roll / Spin and Move,Fantasy
2101,Orbit War,1983,5.49761,Bias,Science Fiction
2102,Project CIA: The Secret Formula,1973,5.49432,Pick-up and Deliver,Spies/Secret Agents
2103,Project KGB: The Double Agent,1973,5.49971,Paper-and-Pencil,Bluffing
2104,Speculate,1972,5.50278,Stock Holding,Economic
2105,Sopwith,1978,5.55867,Action Queue,Aviation / Flight
2106,Imperium: 3rd Millennium,2001,5.48273,Hexagon Grid,Science Fiction
2108,Starlord,1977,0,Area Movement,Science Fiction
2109,The Game of Good Cooking,1989,0,Roll / Spin and Move,Racing
2110,No Bluff!,1997,5.4958,Dice Rolling,Bluffing
2112,Not available,Not available,Not available,Not available,Not available
2114,"Duck, Duck, Bruce",1997,5.65908,Push Your Luck,Animals
2115,Free Parking,1988,5.46576,Hand Management,Card Game
2117,Scoop the Cash,1985,0,Betting and Bluffing,Card Game
2118,Illya Kuryakin,1966,0,Set Collection,Card Game
2119,221B Baker St.: Sherlock Holmes & the Time Machine,1996,5.52039,Roll / Spin and Move,Deduction
2120,Looney Tunes Trading Card Game,2000,5.46183,Not available,Card Game
2121,The Sword and the Stars,1981,5.54957,Action Points,Civilization
2123,Shadowrun: The Trading Card Game,1997,5.59775,Deck Construction,Card Game
2125,Amazons,1992,5.71562,Enclosure,Abstract Strategy
2126,Not available,Not available,Not available,Not available,Not available
2128,Warlords,1997,5.47117,Not available,Card Game
2129,Crossbows and Catapults,1983,5.75815,Not available,Action / Dexterity
2130,Young Jedi: Collectible Card Game,1999,5.40096,Simultaneous Action Selection,Card Game
2131,Wildstorms,1995,5.50748,Modular Board,Card Game
2132,Guardians,1995,5.58973,Secret Unit Deployment,Card Game
2133,Rage,1995,5.60636,Not available,Card Game
2134,Rage (Second Edition),1998,5.5131,Not available,Card Game
2135,On the Edge,1994,5.59821,Not available,Card Game
2136,Pachisi,400,4.70559,Dice Rolling,Children's Game
2138,Crisis: Sinai 1973,1995,5.54474,Hexagon Grid,Modern Warfare
2139,The X-Files Collectible Card Game,1996,5.50117,Action Points,Card Game
2140,Eldorado,1990,5.49399,Roll / Spin and Move,Adventure
2141,Time Vectors,1986,0,Pattern Building,Abstract Strategy
2142,GRYB Game System,2001,0,Roll / Spin and Move,Abstract Strategy
2143,UNO Hearts,1994,5.49747,Hand Management,Card Game
2144,Ebola Monkey Hunt,1998,5.47163,Pick-up and Deliver,Fighting
2146,Warlock,1980,5.53369,Campaign / Battle Card Driven,Card Game
2147,Vegas,2000,5.49663,Betting and Bluffing,Not available
2148,Huzzah!,1997,5.49078,Commodity Speculation,Print & Play
2149,Renfield,1999,5.51934,Betting and Bluffing,Card Game
2150,London's Burning,1995,5.74699,Dice Rolling,Aviation / Flight
2151,Stomp!,1978,5.50549,Hexagon Grid,Fantasy
2153,Grav Armor,1982,5.53808,Dice Rolling,Print & Play
2155,Agent of Change,1991,0,Crayon Rail System,Trains
2157,Riddle of the Ring,1982,5.58222,Hexagon Grid,Adventure
2158,Finger-Flick Sports: Baseball,1996,0,Not available,Action / Dexterity
2160,Robots!,1980,5.51837,Dice Rolling,Science Fiction
2162,"Warhammer 40,000 (Third Edition)",1998,5.95318,Dice Rolling,Miniatures
2164,Square Off,1972,5.52617,Not available,Action / Dexterity
2166,Wyvern,1994,5.4465,Hand Management,Card Game
2168,Hitler's War,1981,5.65612,Dice Rolling,Economic
2169,Arcadia: The Wyld Hunt,1996,5.50223,Modular Board,Card Game
2171,Bladder,2000,5.53972,Not available,Abstract Strategy
2173,4 Player Chess,1881,5.5609,Grid Movement,Abstract Strategy
2175,Willi Wacker,1986,5.49784,Set Collection,Card Game
2176,Willi,1999,5.51096,Trick-taking,Card Game
2177,Schickeria,1964,0,Trick-taking,Card Game
2178,Römer,1990,5.49782,Trick-taking,Ancient
2179,Musketeers,1991,5.59302,Auction/Bidding,Bluffing
2180,Flagship: Prometheus Unchained,2002,5.5411,Campaign / Battle Card Driven,Card Game
2181,Bridge,1925,6.61207,Hand Management,Card Game
2183,Not available,Not available,Not available,Not available,Not available
2185,Ritter Kunibert's 12er Stich,1987,0,Trick-taking,Card Game
2186,Dino,1987,5.49525,Point to Point Movement,Abstract Strategy
2188,Hexenstich,1994,0,Trick-taking,Card Game
2189,Pfusch,1992,5.5348,Not available,Bluffing
2190,Star Trek: The Card Game,1996,5.49672,Not available,Card Game
2191,Hyano,2001,0,Not available,Bluffing
2193,Food Fight,1980,5.49301,Action Points,Fighting
2194,Chitin: I,1977,5.54812,Dice Rolling,Science Fiction
2195,Globbo!,1983,5.5069,Dice Rolling,Abstract Strategy
2196,Out of Context,1985,5.49759,Not available,Deduction
2197,Kensington,1979,5.46816,Point to Point Movement,Abstract Strategy
2198,Ergo,1977,5.50656,Pattern Building,Abstract Strategy
2199,Thinking Man's Golf,1966,5.55574,Not available,Sports
2201,Redemption,1995,5.53495,Deck Construction,Card Game
2203,Suppenkasper,1987,5.50541,Hand Management,Card Game
2205,The Lost World Jurassic Park Game,1996,5.53059,Hexagon Grid,Movies / TV / Radio theme
2206,Jurassic Park Game,1993,5.4596,Hexagon Grid,Animals
2207,Land Grab,1974,5.51644,Commodity Speculation,City Building
2208,The LogiQuad Game System,1969,0,Not available,Abstract Strategy
2210,The Last Spike,1976,5.50695,Stock Holding,Economic
2211,Proteus,2001,5.59998,Grid Movement,Abstract Strategy
2213,Revolt on Antares,1981,5.57362,Dice Rolling,Science Fiction
2214,Saga,1980,5.52073,Not available,Adventure
2216,Vampyre,1981,5.55682,Area-Impulse,Exploration
2217,Columbus,1991,5.51955,Hexagon Grid,Exploration
2218,Not available,Not available,Not available,Not available,Not available
2220,Ion Glory,1994,0,Variable Player Powers,Card Game
2222,Top That!,1987,0,Not available,Card Game
2223,UNO,1971,5.33892,Hand Management,Card Game
2224,Circus Imperium,1988,5.64509,Area-Impulse,Fantasy
2225,Bamboozle,1997,5.49018,Not available,Party Game
2227,The Flea Market Game,1986,0,Auction/Bidding,Negotiation
2228,War of the Ring,1977,5.85056,Area Majority / Influence,Adventure
2230,Ayanu,1987,5.53286,Not available,Abstract Strategy
2231,Watch,1967,0,Area Movement,Abstract Strategy
2232,Wu Hsing,1969,5.53044,Tile Placement,Abstract Strategy
2234,Chez Dork,2001,5.4368,Auction/Bidding,Card Game
2236,Streets of Stalingrad,1979,5.55793,Dice Rolling,Wargame
2238,PanzerBlitz,1970,5.95003,Dice Rolling,Wargame
2240,Mad Magazine Card Game,1979,5.54315,Hand Management,Card Game
2241,Sex Maniacs,1990,0,Not available,Mature / Adult
2242,Creatures & Cultists,1993,5.43324,Dice Rolling,Card Game
2243,Yahtzee,1956,5.45134,Dice Rolling,Children's Game
2244,Not available,Not available,Not available,Not available,Not available
2246,Not available,Not available,Not available,Not available,Not available
2248,Leverage,1977,5.55957,Grid Movement,Abstract Strategy
2249,The Sinking of the Titanic,1975,5.56198,Map Reduction,Children's Game
2250,Midway,1964,5.79934,Dice Rolling,Nautical
2251,Strat-O-Matic Baseball,1962,6.23642,Dice Rolling,Sports
2252,King of the Tabletop,1983,5.61421,Area Majority / Influence,Bluffing
2253,Touring,1906,5.46652,Set Collection,Card Game
2255,Kartenschach,2000,0,Grid Movement,Abstract Strategy
2257,Weekend in Vegas,1974,0,Betting and Bluffing,Bluffing
2258,The Stock Market Game,1970,5.48733,Stock Holding,Economic
2260,Blood and Iron,1992,5.51366,Dice Rolling,Post-Napoleonic
2261,Battles of Trenton and Princeton,1976,0,Not available,Age of Reason
2263,Crusades II,1994,5.52434,Hexagon Grid,Medieval
2265,Ultimate Stratego,1997,5.56033,Area Movement,Abstract Strategy
2266,Gobblet,2000,6.00339,Pattern Building,Abstract Strategy
2268,Lost Patrol,2000,5.62347,Dice Rolling,Exploration
2269,Oil Power,1982,0,Commodity Speculation,Deduction
2270,Borderlands,1995,0,Modular Board,Card Game
2271,Creeper,1995,5.52849,Pattern Building,Abstract Strategy
2272,Aggravation,1962,5.23683,Roll / Spin and Move,Not available
2273,Hopfen & Malz,1992,0,Auction/Bidding,Card Game
2274,Not available,Not available,Not available,Not available,Not available
2276,Not available,Not available,Not available,Not available,Not available
2278,Transformation,1971,0,Team-Based Game,Abstract Strategy
2279,PowerTechnics,1992,0,Auction/Bidding,Economic
2280,Marco Polo,1983,5.47508,Pick-up and Deliver,Adventure
2281,Pictionary,1985,5.70917,Drawing,Party Game
2282,Blood Bowl Companion,1990,5.65447,Role Playing,Expansion for Base-game
2284,Fight!,2000,5.52201,Hand Management,Deduction
2285,Dark Future,1988,5.53781,Not available,Miniatures
2286,Blood Bowl Star Players,1989,5.66585,Variable Player Powers,Expansion for Base-game
2287,"Elves, Dwarfs & Dungeonbowl",1989,5.62546,Tile Placement,Fantasy
2288,Blood Bowl (Second Edition),1988,6.01464,Dice Rolling,Fantasy
2289,Not available,Not available,Not available,Not available,Not available
2291,Not available,Not available,Not available,Not available,Not available
2293,Heiße Karten,1975,0,Trick-taking,Card Game
2294,Flinch,1903,5.446,Memory,Card Game
2296,Bermuda Triangle,1975,5.52617,Events,Economic
2297,U.S. Patent No. 1,2001,5.46112,Action Points,Fighting
2298,"Kasserine: Rommel's Battle for Tunisia, 1943",2001,5.61002,Dice Rolling,Wargame
2300,Invasion Sicily,1998,5.56269,Dice Rolling,Wargame
2301,The New Dungeon!,1989,5.5963,Role Playing,Adventure
2302,Bill Oddie's Great Bird Race Game,1988,0,Roll / Spin and Move,Animals
2303,Blast-Off!,1969,5.46398,Area Movement,Science Fiction
2304,Knock Out,1994,5.51783,Auction/Bidding,Bluffing
2306,Bewitched,1988,5.48701,Pick-up and Deliver,Children's Game
2307,Greyhawk Adventures: Wars,1991,5.53286,Area Movement,Fantasy
2308,Atlantis: Pathways of the Deep,2001,5.47026,Modular Board,Children's Game
2309,Noah's Ark,1986,0,Modular Board,Nautical
2310,Cash,1990,5.52668,Set Collection,Card Game
2311,Wild Life,1964,5.48745,Roll / Spin and Move,Adventure
2312,Ringgeister,1992,5.45245,Modular Board,Fantasy
2313,Not available,Not available,Not available,Not available,Not available
2315,Saratoga: 1777 – Burgoyne vs Gates,1974,5.5002,Point to Point Movement,Age of Reason
2316,X-Bugs,2001,5.65974,Dice Rolling,Action / Dexterity
2317,Mückenstich,1999,5.50779,Trick-taking,Card Game
2318,Scrabble Junior,1958,5.29608,Spelling,Children's Game
